,Rel Hum_%,Wind Speed_km/h,Press_kPa,Weather,Visiblity
668,81,24,100.05,Snow,19.3
669,76,24,99.95,Mainly Clear,25.0
670,73,37,99.85,Mostly Cloudy,25.0
671,81,52,99.87,"Rain,Snow",16.1
672,62,57,99.96,Mainly Clear,25.0
673,63,52,100.09,Mainly Clear,25.0
674,64,52,100.21,Mainly Clear,25.0
675,65,43,100.34,Mainly Clear,25.0
676,63,43,100.47,Mainly Clear,25.0
677,62,43,100.59,Mainly Clear,25.0
678,63,44,100.68,Mainly Clear,25.0
679,62,32,100.74,Mainly Clear,24.1
680,63,32,100.81,Mostly Cloudy,24.1
681,62,32,100.88,Cloudy,24.1
682,61,24,100.87,Mostly Cloudy,24.1
683,59,33,100.84,Mainly Clear,24.1
684,56,37,100.77,Mainly Clear,24.1
685,50,33,100.7,Mostly Cloudy,24.1
686,54,19,100.63,Mostly Cloudy,24.1
687,56,17,100.65,Mostly Cloudy,24.1
688,51,20,100.67,Mostly Cloudy,24.1
689,56,11,100.74,Mainly Clear,24.1
690,54,17,100.77,Mainly Clear,25.0
691,56,17,100.81,Mainly Clear,25.0
692,58,17,100.83,Mainly Clear,25.0
693,60,9,100.85,Mainly Clear,25.0
694,70,15,100.84,Mainly Clear,25.0
695,73,15,100.85,Clear,25.0
696,68,11,100.89,Clear,25.0
697,65,15,100.92,Mainly Clear,25.0
698,68,15,100.99,Clear,25.0
699,72,11,101.07,Clear,25.0
700,72,11,101.19,Clear,25.0
701,63,13,101.33,Clear,25.0
702,61,15,101.47,Clear,25.0
703,61,15,101.55,Clear,25.0
704,59,9,101.68,Clear,48.3
705,56,13,101.75,Mainly Clear,48.3
706,56,17,101.82,Mostly Cloudy,48.3
707,57,19,101.86,Mostly Cloudy,48.3
708,56,22,101.83,Mainly Clear,48.3
709,54,22,101.8,Mainly Clear,48.3
710,52,22,101.81,Clear,48.3
711,51,22,101.83,Mainly Clear,48.3
712,51,17,101.86,Mostly Cloudy,48.3
713,51,13,101.9,Mostly Cloudy,48.3
714,52,15,101.94,Mainly Clear,25.0
715,56,7,101.96,Mainly Clear,25.0
716,59,4,101.95,Mainly Clear,25.0
717,57,4,101.96,Mostly Cloudy,25.0
718,55,4,101.98,Mostly Cloudy,25.0
719,66,6,101.96,Mostly Cloudy,25.0
720,62,7,101.92,Mostly Cloudy,25.0
721,62,6,101.88,Cloudy,25.0
722,59,11,101.81,Snow,25.0
723,64,15,101.76,Snow,19.3
724,66,17,101.71,Snow,8.0
725,67,17,101.7,Snow,9.7
726,69,13,101.65,Snow,6.4
727,73,17,101.6,Snow,12.9
728,72,19,101.61,Snow,16.1
729,71,17,101.59,Snow,24.1
730,70,19,101.54,Cloudy,19.3
731,67,20,101.46,Cloudy,19.3
732,69,22,101.36,Snow,4.0
733,73,20,101.29,Snow,1.6
734,75,20,101.23,Snow,1.2
735,74,17,101.22,Snow,1.0
736,76,20,101.2,Snow,1.0
737,77,19,101.19,Snow,1.0
738,77,20,101.18,Snow,1.6
739,78,19,101.14,Snow,1.6
740,77,20,101.09,Snow,1.6
741,77,20,101.02,Cloudy,12.9
742,77,19,100.95,Snow,9.7
743,79,22,100.86,"Freezing Drizzle,Snow",9.7
744,79,19,100.82,Snow,11.3
745,80,15,100.69,Snow,9.7
746,82,19,100.61,Freezing Drizzle,4.8
747,82,15,100.56,Freezing Rain,4.8
748,83,17,100.48,Freezing Rain,8.0
749,81,19,100.42,Freezing Drizzle,8.0
750,82,15,100.34,Freezing Rain,8.0
751,81,13,100.33,Freezing Rain,9.7
752,79,11,100.36,Cloudy,11.3
753,80,15,100.36,Cloudy,12.9
754,81,13,100.35,Haze,8.0
755,82,9,100.36,"Freezing Drizzle,Haze",4.0
756,83,11,100.31,"Freezing Drizzle,Haze",2.0
757,81,11,100.28,"Freezing Drizzle,Haze",2.0
758,83,9,100.34,"Freezing Rain,Haze",2.0
759,82,6,100.41,"Freezing Rain,Haze",2.8
760,81,0,100.47,Haze,4.8
761,81,0,100.61,"Snow,Haze",6.4
762,80,0,100.68,"Snow,Haze",4.0
763,81,6,100.78,"Snow,Haze",4.0
764,81,4,100.85,"Snow,Haze",4.8
765,80,15,100.99,"Snow,Haze",4.0
766,78,15,101.12,Snow,12.9
767,78,0,101.22,Snow,12.9
768,78,7,101.32,Snow,12.9
769,75,9,101.36,Mostly Cloudy,25.0
770,77,4,101.45,Snow Showers,16.1
771,76,6,101.52,Snow Showers,25.0
772,78,4,101.59,Snow Showers,16.1
773,72,9,101.62,Snow Showers,16.1
774,63,13,101.63,Snow Showers,25.0
775,63,22,101.67,Snow,24.1
776,64,19,101.74,Snow,12.9
777,63,19,101.82,Snow,19.3
778,65,17,101.87,Mostly Cloudy,24.1
779,62,19,101.89,Mostly Cloudy,24.1
780,66,13,101.86,Mostly Cloudy,24.1
781,66,9,101.86,Mostly Cloudy,24.1
782,66,9,101.85,Mostly Cloudy,24.1
783,65,9,101.9,Mostly Cloudy,24.1
784,67,11,101.94,Mostly Cloudy,24.1
785,68,13,101.99,Mostly Cloudy,24.1
786,68,7,102.08,Mostly Cloudy,25.0
787,66,6,102.13,Mostly Cloudy,25.0
788,73,4,102.22,Mostly Cloudy,25.0
789,74,4,102.26,Snow,25.0
790,76,7,102.29,Snow,25.0
791,74,7,102.31,Mostly Cloudy,25.0
792,80,4,102.33,Mostly Cloudy,25.0
793,82,0,102.35,Mainly Clear,25.0
794,82,0,102.39,Mainly Clear,25.0
795,82,0,102.4,Mainly Clear,25.0
796,82,7,102.42,Mainly Clear,16.1
797,85,9,102.47,Fog,9.7
798,83,7,102.51,Mainly Clear,16.1
799,82,9,102.59,Mostly Cloudy,16.1
800,80,9,102.62,Mostly Cloudy,19.3
801,78,6,102.62,Mostly Cloudy,24.1
802,77,7,102.61,Cloudy,19.3
803,75,11,102.57,Snow,6.4
804,77,11,102.46,Snow,16.1
805,76,6,102.34,Snow,16.1
806,76,7,102.27,Snow,16.1
807,69,19,102.25,Snow,19.3
808,74,13,102.21,Snow,16.1
809,76,11,102.19,Cloudy,19.3
810,77,7,102.17,Snow,19.3
811,77,9,102.17,Snow,25.0
812,77,11,102.16,Mostly Cloudy,25.0
813,78,7,102.17,Mostly Cloudy,25.0
814,78,0,102.1,Cloudy,25.0
815,80,6,102.03,Snow,25.0
816,84,9,102.02,Snow,2.0
817,85,11,101.98,Mostly Cloudy,25.0
818,77,20,102.07,Mostly Cloudy,25.0
819,65,15,102.11,Mostly Cloudy,25.0
820,64,13,102.16,Mainly Clear,25.0
821,66,15,102.21,Mainly Clear,25.0
822,70,9,102.27,Clear,25.0
823,74,7,102.25,Clear,48.3
824,72,9,102.31,Clear,48.3
825,70,13,102.37,Clear,48.3
826,66,6,102.32,Mainly Clear,48.3
827,62,0,102.29,Clear,48.3
828,59,4,102.21,Mainly Clear,48.3
829,60,13,102.11,Mainly Clear,48.3
830,59,6,102.05,Mainly Clear,48.3
831,57,11,102.01,Mainly Clear,48.3
832,57,9,101.99,Clear,48.3
833,56,11,101.97,Clear,48.3
834,57,9,101.96,Clear,25.0
835,61,7,101.97,Clear,25.0
836,64,6,101.97,Clear,25.0
837,69,6,101.97,Clear,25.0
838,69,0,101.93,Clear,25.0
839,71,0,101.89,Clear,25.0
840,76,6,101.89,Clear,25.0
841,79,6,101.87,Clear,25.0
842,80,6,101.88,Clear,25.0
843,79,6,101.86,Clear,25.0
844,78,6,101.86,Clear,25.0
845,79,7,101.91,Clear,25.0
846,79,4,101.93,Clear,19.3
847,78,4,101.93,Clear,24.1
848,81,4,101.95,Clear,24.1
849,81,0,101.97,Clear,24.1
850,83,9,101.97,Freezing Fog,0.8
851,86,11,101.95,Cloudy,12.9
852,79,9,101.82,Mainly Clear,24.1
853,68,13,101.72,Mainly Clear,24.1
854,61,20,101.63,Cloudy,24.1
855,62,15,101.55,Cloudy,24.1
856,63,6,101.48,Cloudy,19.3
857,64,9,101.43,Cloudy,25.0
858,64,15,101.41,Cloudy,25.0
859,66,15,101.34,Cloudy,25.0
860,67,24,101.25,Mostly Cloudy,25.0
861,67,26,101.18,Cloudy,25.0
862,71,28,101.06,Cloudy,25.0
863,73,30,100.93,Cloudy,25.0
864,72,30,100.86,Cloudy,25.0
865,72,24,100.8,Cloudy,25.0
866,70,32,100.75,Snow,25.0
867,78,30,100.77,Cloudy,25.0
868,72,35,100.68,Snow,25.0
869,70,26,100.7,Cloudy,25.0
870,71,32,100.63,Cloudy,25.0
871,71,37,100.62,Mostly Cloudy,24.1
872,70,33,100.63,Mostly Cloudy,24.1
873,71,32,100.62,Cloudy,24.1
874,71,32,100.6,Cloudy,24.1
875,71,35,100.57,Cloudy,24.1
876,70,22,100.5,Cloudy,24.1
877,67,32,100.47,Cloudy,24.1
878,63,33,100.45,Mostly Cloudy,24.1
879,62,30,100.46,Cloudy,24.1
880,63,17,100.47,Cloudy,24.1
881,66,13,100.51,Cloudy,25.0
882,65,11,100.57,Cloudy,25.0
883,66,13,100.62,Cloudy,25.0
884,69,11,100.65,Cloudy,25.0
885,69,15,100.67,Cloudy,25.0
886,68,13,100.68,Mostly Cloudy,25.0
887,69,13,100.7,Mostly Cloudy,25.0
888,69,13,100.77,Cloudy,25.0
889,68,15,100.82,Mostly Cloudy,25.0
890,65,15,100.89,Mostly Cloudy,25.0
891,65,19,100.94,Snow Showers,25.0
892,58,19,101.03,Mostly Cloudy,25.0
893,61,15,101.14,Mainly Clear,25.0
894,64,20,101.27,Mostly Cloudy,25.0
895,57,17,101.39,Mainly Clear,24.1
896,59,17,101.53,Mainly Clear,24.1
897,57,19,101.64,Mainly Clear,24.1
898,57,19,101.69,Mainly Clear,24.1
899,54,11,101.74,Mainly Clear,24.1
900,55,13,101.73,Mainly Clear,24.1
901,49,15,101.73,Clear,24.1
902,45,15,101.79,Clear,24.1
903,43,19,101.85,Clear,24.1
904,40,22,101.88,Clear,24.1
905,39,19,101.94,Clear,48.3
906,44,11,102.03,Clear,25.0
907,46,9,102.09,Clear,25.0
908,47,11,102.12,Clear,25.0
909,47,13,102.15,Clear,25.0
910,46,9,102.21,Clear,25.0
911,47,9,102.21,Clear,25.0
912,52,4,102.21,Clear,25.0
913,48,9,102.21,Clear,25.0
914,50,6,102.2,Clear,25.0
915,51,11,102.15,Clear,25.0
916,55,4,102.13,Clear,25.0
917,49,0,102.11,Clear,25.0
918,48,9,102.06,Mainly Clear,25.0
919,59,15,102.07,Mainly Clear,24.1
920,60,13,102.09,Mainly Clear,48.3
921,64,15,102.07,Mainly Clear,48.3
922,60,17,102.04,Mainly Clear,48.3
923,56,17,101.93,Mainly Clear,48.3
924,52,20,101.76,Clear,48.3
925,47,32,101.63,Clear,48.3
926,47,24,101.54,Mainly Clear,48.3
927,43,32,101.45,Mainly Clear,48.3
928,45,22,101.37,Mainly Clear,48.3
929,47,17,101.31,Mainly Clear,48.3
930,46,19,101.27,Mainly Clear,24.1
931,49,22,101.28,Clear,25.0
932,51,22,101.26,Clear,25.0
933,57,26,101.25,Mainly Clear,25.0
934,68,17,101.22,Mainly Clear,25.0
935,71,20,101.19,Clear,25.0
936,72,13,101.17,Clear,25.0
937,71,13,101.16,Clear,25.0
938,73,11,101.17,Clear,25.0
939,72,24,101.12,Clear,25.0
940,70,26,101.1,Clear,25.0
941,73,20,101.11,Clear,25.0
942,73,20,101.13,Clear,25.0
943,75,17,101.19,Mainly Clear,24.1
944,74,20,101.23,Clear,24.1
945,71,22,101.25,Mainly Clear,24.1
946,67,28,101.26,Mainly Clear,24.1
947,63,24,101.27,Clear,24.1
948,58,24,101.19,Clear,48.3
949,56,26,101.13,Clear,48.3
950,56,30,101.05,Clear,24.1
951,53,24,101.03,Clear,48.3
952,51,22,101.01,Clear,48.3
953,54,20,101.02,Clear,48.3
954,54,22,101.06,Clear,24.1
955,63,20,101.1,Clear,25.0
956,59,17,101.11,Clear,25.0
957,65,22,101.13,Clear,25.0
958,67,28,101.11,Clear,25.0
959,69,26,101.1,Clear,25.0
960,75,22,101.12,Clear,25.0
961,73,19,101.13,Clear,25.0
962,73,22,101.15,Clear,25.0
963,78,17,101.13,Clear,25.0
964,77,20,101.1,Clear,25.0
965,77,22,101.07,Clear,25.0
966,78,22,101.07,Clear,25.0
967,78,20,101.09,Mostly Cloudy,24.1
968,78,17,101.12,Mostly Cloudy,24.1
969,78,19,101.12,Cloudy,24.1
970,71,28,101.1,Mostly Cloudy,24.1
971,67,20,101.08,Cloudy,24.1
972,68,24,100.97,Cloudy,24.1
973,64,24,100.92,Cloudy,24.1
974,71,30,100.91,Cloudy,24.1
975,68,28,100.94,Cloudy,24.1
976,69,30,100.9,Cloudy,24.1
977,66,22,100.87,Cloudy,25.0
978,68,17,100.92,Cloudy,25.0
979,68,17,100.91,Mostly Cloudy,25.0
980,69,15,100.88,Snow Showers,25.0
981,73,13,100.84,Cloudy,25.0
982,84,11,100.78,Snow,16.1
983,90,6,100.76,"Snow,Fog",9.7
984,94,9,100.78,"Snow,Fog",6.4
985,89,24,100.83,Snow,3.6
986,83,30,100.91,Snow,8.0
987,79,22,100.93,Snow,6.4
988,81,22,100.98,Snow,16.1
989,79,20,100.99,Snow,16.1
990,81,24,101.0,Snow,9.7
991,80,20,100.96,Snow,12.9
992,75,20,101.01,Snow,16.1
993,64,20,101.04,Cloudy,24.1
994,64,19,101.05,Snow,24.1
995,62,11,101.03,Snow,24.1
996,70,9,100.97,Snow,19.3
997,70,7,100.85,Mostly Cloudy,24.1
998,61,6,100.76,Mainly Clear,48.3
999,52,11,100.73,Mainly Clear,48.3
1000,52,6,100.7,Mainly Clear,48.3
1001,59,4,100.68,Mainly Clear,25.0
1002,66,4,100.72,Clear,25.0
1003,54,7,100.74,Clear,25.0
1004,63,9,100.73,Clear,25.0
1005,68,7,100.71,Clear,25.0
1006,68,6,100.7,Clear,25.0
1007,59,13,100.68,Clear,25.0
1008,53,11,100.66,Clear,25.0
1009,51,11,100.62,Mostly Cloudy,25.0
1010,51,6,100.6,Clear,25.0
1011,54,9,100.57,Mainly Clear,25.0
1012,54,11,100.6,Cloudy,25.0
1013,58,11,100.59,Snow,25.0
1014,57,15,100.6,Snow,25.0
1015,56,19,100.64,Snow,24.1
1016,54,17,100.68,Cloudy,24.1
1017,50,17,100.72,Snow,24.1
1018,48,17,100.73,Mostly Cloudy,48.3
1019,45,20,100.72,Mainly Clear,48.3
1020,46,24,100.61,Mainly Clear,48.3
1021,45,20,100.55,Mainly Clear,48.3
1022,44,26,100.52,Mainly Clear,48.3
1023,42,28,100.51,Mainly Clear,48.3
1024,44,32,100.54,Mainly Clear,48.3
1025,43,26,100.56,Mainly Clear,25.0
1026,52,24,100.57,Mostly Cloudy,25.0
1027,54,24,100.58,Mostly Cloudy,25.0
1028,53,22,100.58,Cloudy,25.0
1029,52,24,100.55,Cloudy,25.0
1030,55,26,100.55,Cloudy,25.0
1031,56,20,100.53,Cloudy,25.0
1032,60,19,100.48,Snow,25.0
1033,56,22,100.37,Cloudy,25.0
1034,57,24,100.33,Cloudy,25.0
1035,63,20,100.31,Cloudy,25.0
1036,61,20,100.3,Cloudy,25.0
1037,57,22,100.33,Cloudy,25.0
1038,59,22,100.37,Cloudy,25.0
1039,59,22,100.44,Cloudy,24.1
1040,65,24,100.54,Cloudy,48.3
1041,57,20,100.56,Cloudy,48.3
1042,37,26,100.59,Mostly Cloudy,48.3
1043,60,20,100.59,Cloudy,48.3
1044,54,17,100.56,Mostly Cloudy,48.3
1045,49,24,100.52,Mostly Cloudy,48.3
1046,49,22,100.52,Cloudy,48.3
1047,50,24,100.54,Cloudy,48.3
1048,48,24,100.56,Cloudy,48.3
1049,45,15,100.6,Mostly Cloudy,24.1
1050,51,0,100.64,Mostly Cloudy,25.0
1051,61,15,100.69,Mostly Cloudy,25.0
1052,69,7,100.73,Cloudy,25.0
1053,70,11,100.76,Snow,19.3
1054,73,13,100.78,Cloudy,25.0
1055,72,19,100.8,Cloudy,25.0
1056,73,15,100.83,Mostly Cloudy,25.0
1057,72,13,100.86,Mainly Clear,25.0
1058,66,11,100.93,Mainly Clear,25.0
1059,61,9,100.96,Mostly Cloudy,25.0
1060,61,11,101.01,Mostly Cloudy,25.0
1061,59,4,101.03,Mostly Cloudy,25.0
1062,64,6,101.04,Mainly Clear,25.0
1063,59,7,101.07,Mainly Clear,24.1
1064,58,9,101.12,Mainly Clear,24.1
1065,59,4,101.12,Mainly Clear,24.1
1066,64,4,101.15,Mainly Clear,24.1
1067,65,0,101.14,Mostly Cloudy,19.3
1068,68,4,101.09,Cloudy,24.1
1069,72,4,101.02,Cloudy,24.1
1070,68,9,100.98,Mostly Cloudy,24.1
1071,62,9,100.98,Mostly Cloudy,24.1
1072,59,7,100.97,Mostly Cloudy,24.1
1073,70,9,101.01,Mostly Cloudy,24.1
1074,68,9,101.08,Cloudy,25.0
1075,56,7,101.13,Cloudy,25.0
1076,69,4,101.16,Mostly Cloudy,25.0
1077,67,7,101.18,Mainly Clear,25.0
1078,68,0,101.21,Cloudy,25.0
1079,72,0,101.22,Cloudy,25.0
1080,76,4,101.26,Cloudy,25.0
1081,78,4,101.31,Cloudy,25.0
1082,74,0,101.33,Cloudy,25.0
1083,75,4,101.36,Cloudy,25.0
1084,81,0,101.39,Snow,25.0
1085,88,7,101.45,Snow,4.8
1086,91,0,101.48,Snow,4.8
1087,91,4,101.51,Snow,6.4
1088,89,4,101.57,Snow,4.8
1089,88,4,101.61,Snow,3.2
1090,88,0,101.62,Snow,6.4
1091,85,0,101.65,Snow,8.0
1092,84,0,101.67,Snow,9.7
1093,87,6,101.67,Snow,9.7
1094,90,7,101.68,Snow,9.7
1095,88,6,101.72,Cloudy,12.9
1096,87,6,101.75,Rain,12.9
1097,88,6,101.8,Rain,11.3
1098,91,7,101.85,Rain,9.7
1099,91,7,101.89,Rain,9.7
1100,91,7,101.91,Rain,6.4
1101,92,13,101.95,Snow,8.0
1102,92,7,101.98,Fog,6.4
1103,90,7,101.97,Fog,8.0
1104,92,9,101.96,Fog,9.7
1105,89,7,102.0,Cloudy,12.9
1106,90,4,101.97,Cloudy,12.9
1107,90,6,101.94,Cloudy,25.0
1108,89,7,101.94,Cloudy,12.9
1109,89,4,101.92,Cloudy,12.9
1110,85,6,101.93,Cloudy,12.9
1111,83,7,101.96,Cloudy,12.9
1112,84,7,101.95,Cloudy,16.1
1113,80,0,101.91,Mostly Cloudy,16.1
1114,76,11,101.83,Mainly Clear,24.1
1115,68,11,101.76,Mostly Cloudy,24.1
1116,62,19,101.65,Mostly Cloudy,24.1
1117,65,19,101.53,Mostly Cloudy,24.1
1118,64,19,101.39,Mostly Cloudy,24.1
1119,63,19,101.29,Mostly Cloudy,24.1
1120,64,15,101.22,Cloudy,24.1
1121,63,15,101.17,Cloudy,24.1
1122,69,19,101.13,Rain,24.1
1123,75,17,101.02,Rain,25.0
1124,84,17,100.94,Rain,16.1
1125,87,15,100.88,Rain,25.0
1126,86,17,100.8,Rain,12.9
1127,89,19,100.71,Rain,16.1
1128,89,19,100.64,Rain,12.9
1129,90,19,100.57,Rain,12.9
1130,92,17,100.5,Rain,9.7
1131,92,19,100.45,Rain,12.9
1132,92,20,100.47,Drizzle,8.0
1133,92,24,100.49,Cloudy,12.9
1134,86,30,100.54,Cloudy,16.1
1135,79,24,100.58,Mostly Cloudy,24.1
1136,75,32,100.67,Cloudy,24.1
1137,71,32,100.74,Mostly Cloudy,24.1
1138,67,41,100.76,Mostly Cloudy,48.3
1139,62,32,100.77,Cloudy,48.3
1140,61,24,100.71,Cloudy,24.1
1141,59,22,100.66,Mostly Cloudy,24.1
1142,53,28,100.62,Mostly Cloudy,24.1
1143,58,30,100.63,Mostly Cloudy,24.1
1144,56,26,100.64,Cloudy,24.1
1145,62,26,100.66,Mostly Cloudy,24.1
1146,64,22,100.69,Mostly Cloudy,25.0
1147,67,28,100.68,Mostly Cloudy,25.0
1148,68,24,100.68,Mostly Cloudy,25.0
1149,68,19,100.7,Mostly Cloudy,25.0
1150,69,15,100.72,Mainly Clear,25.0
1151,69,26,100.7,Mainly Clear,25.0
1152,71,24,100.71,Mainly Clear,25.0
1153,68,22,100.71,Mainly Clear,25.0
1154,71,22,100.74,Mainly Clear,25.0
1155,69,26,100.72,Mostly Cloudy,25.0
1156,71,22,100.74,Mostly Cloudy,25.0
1157,72,19,100.79,Cloudy,25.0
1158,70,20,100.82,Mostly Cloudy,25.0
1159,71,24,100.84,Mostly Cloudy,25.0
1160,70,19,100.85,Mostly Cloudy,24.1
1161,70,24,100.85,Mainly Clear,48.3
1162,67,24,100.83,Cloudy,48.3
1163,66,17,100.81,Cloudy,48.3
1164,60,15,100.75,Mostly Cloudy,48.3
1165,56,20,100.7,Mostly Cloudy,48.3
1166,61,15,100.7,Mostly Cloudy,48.3
1167,58,19,100.71,Mostly Cloudy,48.3
1168,56,19,100.73,Mostly Cloudy,48.3
1169,59,13,100.78,Mostly Cloudy,48.3
1170,56,15,100.88,Mostly Cloudy,25.0
1171,58,11,100.99,Mainly Clear,25.0
1172,63,11,101.09,Clear,25.0
1173,65,9,101.16,Clear,25.0
1174,69,9,101.21,Clear,25.0
1175,69,9,101.29,Clear,25.0
1176,69,13,101.37,Clear,25.0
1177,66,19,101.46,Mainly Clear,25.0
1178,68,9,101.49,Mainly Clear,25.0
1179,72,0,101.43,Clear,25.0
1180,69,7,101.44,Mainly Clear,25.0
1181,74,9,101.48,Mainly Clear,25.0
1182,76,6,101.5,Clear,25.0
1183,72,7,101.53,Mainly Clear,25.0
1184,73,7,101.57,Mostly Cloudy,24.1
1185,71,9,101.59,Mostly Cloudy,24.1
1186,68,15,101.59,Cloudy,48.3
1187,68,17,101.59,Mostly Cloudy,48.3
1188,64,17,101.56,Mainly Clear,48.3
1189,64,19,101.51,Mainly Clear,48.3
1190,58,15,101.45,Clear,48.3
1191,56,17,101.43,Clear,48.3
1192,54,20,101.37,Clear,48.3
1193,56,15,101.36,Clear,48.3
1194,59,13,101.39,Clear,48.3
1195,59,15,101.43,Clear,25.0
1196,62,13,101.47,Clear,25.0
1197,67,11,101.51,Clear,25.0
1198,69,9,101.52,Clear,25.0
1199,65,7,101.52,Clear,25.0
1200,64,4,101.55,Clear,25.0
1201,67,0,101.63,Clear,25.0
1202,76,4,101.66,Clear,25.0
1203,73,7,101.68,Clear,25.0
1204,77,6,101.69,Clear,25.0
1205,75,6,101.77,Clear,25.0
1206,75,4,101.81,Clear,25.0
1207,76,4,101.87,Clear,24.1
1208,70,4,101.98,Mainly Clear,48.3
1209,65,6,102.04,Mostly Cloudy,48.3
1210,64,9,102.07,Mostly Cloudy,48.3
1211,61,9,102.09,Mostly Cloudy,48.3
1212,62,11,102.1,Mostly Cloudy,48.3
1213,58,20,102.08,Mostly Cloudy,48.3
1214,57,17,102.07,Mainly Clear,48.3
1215,56,19,102.07,Mostly Cloudy,48.3
1216,60,20,102.06,Mainly Clear,48.3
1217,59,17,102.08,Clear,48.3
1218,65,9,102.1,Clear,48.3
1219,68,7,102.13,Clear,25.0
1220,68,6,102.16,Mainly Clear,25.0
1221,66,6,102.18,Clear,25.0
1222,66,0,102.2,Clear,25.0
1223,76,4,102.2,Clear,25.0
1224,73,9,102.21,Clear,25.0
1225,73,6,102.18,Clear,25.0
1226,74,7,102.21,Clear,25.0
1227,76,4,102.19,Clear,25.0
1228,79,4,102.12,Clear,25.0
1229,82,7,102.05,Mainly Clear,25.0
1230,81,6,102.03,Mainly Clear,25.0
1231,80,7,102.03,Mainly Clear,48.3
1232,78,7,101.98,Mostly Cloudy,48.3
1233,73,9,101.87,Mostly Cloudy,48.3
1234,66,11,101.72,Mostly Cloudy,48.3
1235,63,15,101.55,Cloudy,48.3
1236,60,19,101.38,Cloudy,48.3
1237,59,24,101.19,Cloudy,48.3
1238,55,22,100.95,Mostly Cloudy,48.3
1239,55,19,100.82,Cloudy,48.3
1240,56,17,100.66,Cloudy,48.3
1241,53,9,100.59,Cloudy,48.3
1242,55,9,100.54,Cloudy,25.0
1243,53,0,100.5,Cloudy,25.0
1244,71,4,100.43,Cloudy,25.0
1245,72,6,100.4,Cloudy,25.0
1246,75,6,100.35,Snow,25.0
1247,70,0,100.2,Cloudy,25.0
1248,83,19,100.1,Snow,9.7
1249,80,15,99.97,Snow,12.9
1250,75,19,99.87,Snow,12.9
1251,82,20,99.77,"Rain,Snow",9.7
1252,85,15,99.68,Rain,12.9
1253,87,15,99.64,Rain,9.7
1254,88,13,99.59,Rain,12.9
1255,90,15,99.57,"Rain,Fog",6.4
1256,89,17,99.57,Rain,19.3
1257,85,26,99.57,Cloudy,24.1
1258,82,28,99.54,Mostly Cloudy,24.1
1259,74,26,99.56,Mostly Cloudy,24.1
1260,66,28,99.52,Mostly Cloudy,24.1
1261,61,22,99.4,Mostly Cloudy,24.1
1262,59,17,99.32,Mostly Cloudy,24.1
1263,62,28,99.3,Rain Showers,24.1
1264,83,19,99.31,Mainly Clear,24.1
1265,84,19,99.29,Mostly Cloudy,24.1
1266,83,9,99.33,Mostly Cloudy,24.1
1267,86,6,99.34,Mainly Clear,25.0
1268,84,13,99.32,Mostly Cloudy,25.0
1269,79,15,99.33,Mostly Cloudy,25.0
1270,78,15,99.26,Cloudy,25.0
1271,77,13,99.27,Cloudy,25.0
1272,79,20,99.23,Rain Showers,25.0
1273,82,11,99.18,Cloudy,25.0
1274,85,7,99.17,Snow,25.0
1275,89,6,99.14,Snow,6.4
1276,90,4,99.13,Fog,6.4
1277,90,4,99.11,Fog,6.4
1278,89,9,99.16,Fog,8.0
1279,89,7,99.2,Fog,8.0
1280,86,7,99.26,Mainly Clear,19.3
1281,81,17,99.32,Mostly Cloudy,24.1
1282,78,19,99.38,Mainly Clear,24.1
1283,74,22,99.42,Mostly Cloudy,24.1
1284,73,20,99.47,Cloudy,24.1
1285,74,20,99.49,Snow Showers,16.1
1286,81,13,99.53,Snow,19.3
1287,76,22,99.6,Mostly Cloudy,24.1
1288,70,22,99.7,Mostly Cloudy,24.1
1289,64,24,99.82,Mostly Cloudy,24.1
1290,67,15,99.9,Mainly Clear,24.1
1291,62,19,100.05,Clear,25.0
1292,64,15,100.12,Clear,25.0
1293,66,13,100.23,Clear,25.0
1294,68,9,100.28,Clear,25.0
1295,73,7,100.31,Clear,25.0
1296,73,6,100.34,Clear,25.0
1297,78,4,100.29,Clear,25.0
1298,76,0,100.2,Clear,25.0
1299,84,0,100.29,Mainly Clear,25.0
1300,85,0,100.31,Cloudy,25.0
1301,86,0,100.29,Cloudy,25.0
1302,85,6,100.26,Cloudy,25.0
1303,83,11,100.21,Cloudy,24.1
1304,81,9,100.21,Cloudy,24.1
1305,77,7,100.27,Cloudy,19.3
1306,76,9,100.25,Cloudy,19.3
1307,74,15,100.13,Cloudy,19.3
1308,72,20,99.91,Cloudy,19.3
1309,72,20,99.75,Cloudy,19.3
1310,72,20,99.64,Snow,16.1
1311,77,19,99.53,"Snow,Fog",6.4
1312,90,22,99.38,"Snow,Fog",1.2
1313,90,26,99.16,Snow,1.0
1314,90,24,99.07,Snow,1.0
1315,91,22,98.88,Snow,1.2
1316,92,15,98.81,Snow,2.0
1317,90,17,98.69,Snow,2.4
1318,90,19,98.55,Rain,16.1
1319,91,17,98.39,Cloudy,19.3
1320,89,11,98.29,Rain,12.9
1321,90,15,98.18,"Rain,Snow",8.0
1322,91,11,98.06,Snow,6.4
1323,90,19,98.0,Snow,4.0
1324,90,19,97.97,Snow,3.2
1325,88,22,97.99,Snow,12.9
1326,89,33,98.03,Snow,2.8
1327,89,33,98.11,"Snow,Blowing Snow",1.2
1328,90,32,98.2,"Snow,Blowing Snow",1.2
1329,89,33,98.33,"Snow,Blowing Snow",1.2
1330,89,32,98.45,Snow,1.6
